hora,cpu_pct,ram_mb
08:40:17,0.0,194.15234375
08:40:18,0.0,194.15234375
08:40:19,1.6,194.15234375
08:40:20,0.0,194.15234375
08:40:21,0.0,194.25390625
08:40:22,0.0,194.25390625
08:40:23,0.0,194.25390625
08:40:24,0.0,194.25390625
08:40:25,0.0,194.25390625
08:40:26,0.0,194.25390625
08:40:27,1.6,194.34375
08:40:28,0.0,194.34375
08:40:29,0.0,194.34375
08:40:30,0.0,194.34375
08:40:31,1.6,194.03125
